datetime,symbol,open,high,low,close,volume
2023-09-19 06:00:00,CME:BTC1!,26885.0,27620.0,26715.0,27270.0,8349.0
2023-09-20 06:00:00,CME:BTC1!,27225.0,27455.0,26845.0,26990.0,5569.0
2023-09-21 06:00:00,CME:BTC1!,27165.0,27230.0,26380.0,26635.0,6747.0
2023-09-22 06:00:00,CME:BTC1!,26600.0,26815.0,26525.0,26545.0,3757.0
2023-09-25 06:00:00,CME:BTC1!,26545.0,26545.0,25985.0,26355.0,9696.0
2023-09-26 06:00:00,CME:BTC1!,26300.0,26430.0,26090.0,26245.0,8234.0
2023-09-27 06:00:00,CME:BTC1!,26150.0,26890.0,26080.0,26250.0,12318.0
2023-09-28 06:00:00,CME:BTC1!,26400.0,27590.0,26400.0,27355.0,13005.0
2023-09-29 06:00:00,CME:BTC1!,27255.0,27460.0,26800.0,27100.0,6417.0
2023-10-02 06:00:00,CME:BTC1!,27190.0,28950.0,27190.0,28150.0,16751.0
2023-10-03 06:00:00,CME:BTC1!,27680.0,27805.0,27290.0,27385.0,8348.0
2023-10-04 06:00:00,CME:BTC1!,27520.0,28015.0,27270.0,27775.0,5558.0
2023-10-05 06:00:00,CME:BTC1!,27855.0,28340.0,27465.0,27605.0,10419.0
2023-10-06 06:00:00,CME:BTC1!,27600.0,28275.0,27290.0,28145.0,9349.0
2023-10-09 06:00:00,CME:BTC1!,28085.0,28145.0,27370.0,27735.0,7430.0
2023-10-10 06:00:00,CME:BTC1!,27720.0,27890.0,27390.0,27490.0,6128.0
2023-10-11 06:00:00,CME:BTC1!,27540.0,27590.0,26575.0,26800.0,10160.0
2023-10-12 06:00:00,CME:BTC1!,26775.0,27025.0,26575.0,26755.0,4426.0
2023-10-13 06:00:00,CME:BTC1!,26795.0,27160.0,26695.0,26840.0,4859.0
2023-10-16 06:00:00,CME:BTC1!,27275.0,30365.0,27145.0,28575.0,26787.0
2023-10-17 06:00:00,CME:BTC1!,28575.0,28805.0,28245.0,28620.0,6603.0
2023-10-18 06:00:00,CME:BTC1!,28590.0,29120.0,28215.0,28320.0,4733.0
2023-10-19 06:00:00,CME:BTC1!,28335.0,29095.0,28175.0,28900.0,7780.0
2023-10-20 06:00:00,CME:BTC1!,28745.0,30465.0,28700.0,29685.0,10080.0
2023-10-23 06:00:00,CME:BTC1!,29860.0,31940.0,29840.0,31485.0,15576.0
2023-10-24 06:00:00,CME:BTC1!,31705.0,35265.0,31705.0,33845.0,26556.0
2023-10-25 06:00:00,CME:BTC1!,34150.0,35245.0,33745.0,34840.0,13542.0
2023-10-26 06:00:00,CME:BTC1!,35005.0,35345.0,34150.0,34305.0,11346.0
2023-10-27 06:00:00,CME:BTC1!,34420.0,34630.0,33655.0,33955.0,7077.0
2023-10-30 06:00:00,CME:BTC1!,34785.0,35175.0,34330.0,34765.0,6449.0
2023-10-31 06:00:00,CME:BTC1!,34775.0,35110.0,34295.0,34905.0,5971.0
2023-11-01 06:00:00,CME:BTC1!,34865.0,35940.0,34310.0,34965.0,9752.0
2023-11-02 06:00:00,CME:BTC1!,35810.0,36575.0,34590.0,35300.0,10328.0
2023-11-03 06:00:00,CME:BTC1!,35200.0,35265.0,34395.0,34805.0,6829.0
2023-11-06 07:00:00,CME:BTC1!,35310.0,35820.0,35030.0,35320.0,5080.0
2023-11-07 07:00:00,CME:BTC1!,35385.0,36340.0,34755.0,36145.0,8038.0
2023-11-08 07:00:00,CME:BTC1!,35760.0,36415.0,35300.0,35895.0,7862.0
2023-11-09 07:00:00,CME:BTC1!,36090.0,38380.0,35865.0,36805.0,16525.0
2023-11-10 07:00:00,CME:BTC1!,36815.0,37875.0,36605.0,37555.0,8283.0
2023-11-13 07:00:00,CME:BTC1!,37510.0,37720.0,36505.0,36915.0,6819.0
2023-11-14 07:00:00,CME:BTC1!,36805.0,36975.0,34820.0,35365.0,10502.0
2023-11-15 07:00:00,CME:BTC1!,35665.0,38130.0,35490.0,37820.0,12335.0
2023-11-16 07:00:00,CME:BTC1!,37955.0,38285.0,35610.0,36040.0,11861.0
